onset	duration	amount	Probability	choseAccept	RT	choseRight
13.048	4	77	0.39	0	1.976	1
20.098	4	39	0.3	0	1.085	1
31.164	4	84	0.25	0	1.087	1
39.197	4	65	0.55	1	0.858	0
48.247	4	25	0.89	1	2.678	0
55.28	4	61	0.67	1	1.057	0
67.313	4	44	0.44	1	1.732	0
75.362	4	79	0.45	1	1.133	0
94.428	4	35	0.73	1	2.063	0
99.478	4	41	0.63	1	0.896	0
108.528	4	74	0.39	1	2.101	0
119.594	4	22	0.89	0	1.687	1
130.627	4	50	0.39	1	2.402	0
139.66	4	46	0.21	0	0.924	1
146.693	4	83	0.28	0	0.792	1
155.725	4	71	0.36	0	0.903	1
162.759	4	32	0.57	1	1.477	0
175.791	4	23	0.83	0	2.077	1
192.824	4	82	0.29	0	0.834	1
200.874	4	39	0.49	1	2.974	0
206.907	4	30	0.7	1	2.774	0
229.939	4	82	0.31	0	0.864	1
237.989	4	66	0.25	0	1.577	1
246.022	4	49	0.43	0	1.822	1
255.054	4	72	0.34	0	2.234	1
273.12	4	63	0.57	1	1.693	0
278.17	4	83	0.52	1	0.832	0
286.22	4	56	0.68	1	1.445	0
295.253	4	50	0.48	1	2.016	0
306.319	4	49	0.71	1	1.837	0
