onset	duration	amount	Delay	choseAccept	RT	choseRight
14.646	4	32	57	0	1.525	1
22.679	4	50	59	1	1.94	0
37.712	4	49	140	0	0.856	1
43.745	4	54	126	0	0.795	1
53.794	4	39	161	0	0.931	1
62.844	4	39	104	0	1.031	1
72.894	4	79	92	0	1.529	1
77.96	4	33	163	0	1.128	1
83.026	4	63	37	1	1.485	0
88.093	4	66	58	1	1.235	0
103.142	4	69	172	0	0.825	1
110.175	4	56	93	0	1.491	1
120.208	4	27	91	0	2.033	1
127.258	4	29	58	0	0.829	1
135.308	4	33	78	0	1.227	1
141.341	4	28	132	0	0.701	1
151.39	4	77	161	0	1.185	1
163.44	4	32	111	0	0.99	1
171.49	4	24	89	0	1.067	1
193.555	4	45	107	0	0.901	1
201.605	4	25	108	0	1.142	1
211.638	4	67	103	0	1.576	1
218.671	4	24	87	0	1.157	1
235.704	4	58	72	0	1.753	1
245.753	4	28	163	0	1.153	1
258.82	4	65	137	0	1.221	1
269.87	4	40	159	0	1.087	1
280.919	4	49	172	0	1.265	1
293.985	4	39	95	0	1.207	1
309.018	4	81	58	1	1.825	0
