onset	duration	amount	Delay	choseAccept	RT	choseRight
15.163	4	73	44	1	1.311	1
20.213	4	56	172	1	1.47	1
35.262	4	75	60	1	0.795	1
51.295	4	65	137	1	1.158	1
61.328	4	41	129	1	1.272	1
70.361	4	22	27	0	1.449	0
78.411	4	67	23	1	1.127	1
86.444	4	45	107	1	1.09	1
99.477	4	50	59	1	0.983	1
116.526	4	58	55	1	0.941	1
126.576	4	64	89	1	0.982	1
134.609	4	62	180	1	2.441	1
142.642	4	77	24	1	0.97	1
154.691	4	31	76	1	2.122	1
163.724	4	69	172	1	1.529	1
172.757	4	76	161	1	0.799	1
181.79	4	61	141	1	2.106	1
191.823	4	43	19	1	2.068	1
201.873	4	33	103	1	1.078	1
212.906	4	58	73	1	0.901	1
222.955	4	25	70	0	1.962	0
229.988	4	23	61	0	2.039	0
240.021	4	67	74	1	1.177	1
245.071	4	23	134	0	1.177	0
250.121	4	39	95	1	0.991	1
265.17	4	23	77	0	1.627	0
273.204	4	24	89	0	1.17	0
283.253	4	49	140	1	1.228	1
299.286	4	54	22	1	1.057	1
309.319	4	48	128	1	0.905	1
