onset	duration	amount	Probability	choseAccept	RT	choseRight
14.854	4	56	0.44	0	1.701	0
22.904	4	83	0.32	0	0.777	0
37.937	4	70	0.34	0	0.849	0
43.987	4	64	0.33	0	0.92	0
54.02	4	58	0.45	0	0.975	0
63.053	4	79	0.49	1	2.657	1
73.085	4	74	0.39	0	0.737	0
78.135	4	71	0.36	0	1.663	0
83.202	4	53	0.54	1	2.073	1
88.252	4	76	0.44	0	0.953	0
103.285	4	57	0.51	1	1.969	1
110.318	4	46	0.77	1	1.931	1
120.35	4	49	0.71	1	1.511	1
127.383	4	70	0.39	0	0.964	0
135.433	4	72	0.4	0	1.337	0
141.466	4	33	0.8	0	2.086	0
151.5	4	75	0.24	0	0.93	0
163.549	4	40	0.71	1	1.66	1
171.582	4	82	0.23	0	0.784	0
193.631	4	82	0.25	0	1.015	0
201.681	4	42	0.6	1	1.401	1
211.73	4	60	0.51	1	1.408	1
218.763	4	76	0.26	0	0.76	0
235.796	4	75	0.48	0	1.225	0
245.829	4	33	0.91	1	1.449	1
258.862	4	83	0.52	1	1.354	1
269.895	4	82	0.31	0	1.294	0
280.928	4	43	0.69	1	1.806	1
293.961	4	40	0.66	1	1.342	1
308.994	4	71	0.19	0	0.887	0
