onset	duration	amount	Probability	choseAccept	RT	choseRight
15.863	4	76	0.43	0	1.655	1
24.896	4	35	0.73	1	1.895	0
32.929	4	45	0.37	0	1.04	1
42.962	4	56	0.49	0	1.19	1
56.995	4	35	0.7	1	1.591	0
65.028	4	21	0.97	0	1.162	1
75.061	4	66	0.25	0	0.918	1
81.111	4	40	0.39	0	0.812	1
87.16	4	64	0.34	0	0.694	1
101.193	4	41	0.63	0	2.581	1
110.243	4	47	0.72	1	1.178	0
122.276	4	62	0.3	0	0.99	1
132.309	4	56	0.68	1	1.657	0
140.342	4	82	0.29	0	0.845	1
147.375	4	35	0.78	1	1.663	0
154.408	4	83	0.3	0	0.851	1
163.458	4	49	0.56	1	2.514	0
170.491	4	52	0.41	0	0.85	1
182.54	4	73	0.74	1	1.338	0
193.573	4	25	0.89	0	1.809	1
205.606	4	25	0.91	0	0.958	1
210.656	4	58	0.83	1	1.739	0
219.689	4	78	0.42	0	1.142	1
232.722	4	42	0.58	1	2.112	0
247.754	4	77	0.39	0	0.844	1
266.787	4	83	0.54	1	1.814	0
275.82	4	58	0.42	0	0.957	1
286.853	4	57	0.58	1	1.972	0
297.886	4	63	0.57	1	1.425	0
308.919	4	21	0.93	0	1.147	1
