onset	duration	amount	Probability	choseAccept	RT	choseRight
17.295	4	79	0.49	1	0.928	1
23.328	4	24	0.91	1	1.971	1
39.361	4	22	0.96	0	1.433	0
46.411	4	21	0.93	0	1.031	0
58.461	4	52	0.47	1	0.864	1
72.493	4	58	0.62	1	0.792	1
80.527	4	78	0.42	1	0.893	1
87.56	4	31	0.61	1	0.83	1
95.593	4	35	0.73	1	1.366	1
108.626	4	82	0.31	1	1.4	1
118.675	4	84	0.25	1	2.048	1
138.708	4	22	0.89	0	1.454	0
148.741	4	57	0.51	1	1.08	1
157.774	4	83	0.3	1	1.072	1
170.807	4	61	0.5	1	0.931	1
185.84	4	74	0.39	1	1.022	1
196.873	4	64	0.33	1	1.297	1
205.906	4	28	0.63	0	2.302	0
213.956	4	78	0.26	0	2.303	0
219.989	4	72	0.33	1	2.296	1
232.022	4	82	0.25	1	2.109	1
239.055	4	22	0.98	0	1.404	0
246.089	4	41	0.6	1	1.076	1
256.122	4	33	0.8	1	1.798	1
264.155	4	76	0.26	1	1.807	1
273.188	4	25	0.91	0	1.578	0
281.221	4	68	0.64	1	1.085	1
286.287	4	73	0.74	1	0.997	1
297.32	4	83	0.28	1	1.653	1
308.354	4	79	0.45	1	1.092	1
