onset	duration	amount	Probability	choseAccept	RT	choseRight
17.442	4	64	0.34	1	1.17	1
27.475	4	50	0.39	1	1.533	1
37.508	4	43	0.69	1	1.159	1
48.541	4	44	0.44	1	1.225	1
56.574	4	23	0.83	0	1.345	0
66.607	4	21	0.96	0	1.55	0
75.657	4	49	0.43	1	0.98	1
82.69	4	49	0.71	1	1.063	1
91.723	4	31	0.79	1	0.94	1
98.756	4	56	0.68	1	1.612	1
109.789	4	70	0.34	1	1.312	1
119.822	4	65	0.55	1	0.897	1
131.855	4	83	0.52	1	1.255	1
142.888	4	62	0.3	1	1.643	1
152.921	4	82	0.23	1	2.714	1
160.955	4	81	0.1	0	1.133	0
173.004	4	50	0.48	1	1.481	1
194.037	4	71	0.19	0	1.89	0
208.07	4	52	0.41	1	0.979	1
216.103	4	49	0.44	1	0.884	1
223.153	4	49	0.51	1	1.094	1
234.186	4	76	0.44	1	0.973	1
243.219	4	46	0.48	1	0.731	1
254.252	4	36	0.59	1	1.356	1
262.285	4	39	0.3	0	1.977	0
274.318	4	55	0.44	1	1.324	1
283.351	4	72	0.4	1	1.128	1
288.401	4	53	0.54	1	0.899	1
294.434	4	63	0.27	0	2.52	0
308.467	4	82	0.09	0	0.925	0
