onset	duration	amount	Delay	choseAccept	RT	choseRight
18.104	4	71	176	1	1.159	0
28.137	4	66	145	1	1.086	0
38.186	4	75	60	1	0.868	0
49.236	4	43	38	1	1.434	0
57.285	4	58	36	1	0.953	0
67.335	4	75	41	1	0.894	0
76.368	4	45	157	1	0.861	0
83.401	4	65	137	1	1.156	0
92.434	4	67	103	1	1.074	0
99.467	4	58	73	1	1.153	0
110.516	4	24	87	0	1.176	1
120.549	4	39	95	1	1.222	0
132.582	4	73	44	1	0.877	0
143.615	4	64	89	1	0.764	0
153.648	4	61	141	1	1.186	0
161.697	4	23	42	0	0.977	1
173.73	4	41	55	1	0.864	0
194.762	4	52	139	1	0.951	0
208.812	4	22	21	0	0.981	1
216.861	4	65	156	1	0.795	0
223.894	4	67	23	1	0.826	0
234.927	4	49	172	1	1.353	0
243.977	4	30	36	1	1.63	0
255.01	4	30	23	1	1.861	0
263.043	4	66	71	1	1.348	0
275.075	4	85	129	1	0.467	0
284.125	4	58	55	1	0.921	0
289.192	4	27	142	0	1.486	1
295.241	4	63	37	1	0.965	0
309.274	4	62	180	1	1.387	0
