onset	duration	amount	Delay	choseAccept	RT	choseRight
19.537	4	25	70	0	2.408	1
29.57	4	22	27	0	1.889	1
38.603	4	74	121	0	0.856	1
49.636	4	55	163	0	0.88	1
63.686	4	75	60	0	1.046	1
78.735	4	78	129	0	0.671	1
84.769	4	28	163	0	0.685	1
101.818	4	35	171	0	0.641	1
109.851	4	42	145	0	0.608	1
120.884	4	77	24	1	1.617	0
125.951	4	80	39	0	2.235	1
131.017	4	66	58	0	1.376	1
144.05	4	23	110	0	0.765	1
161.1	4	31	76	0	1.125	1
169.133	4	39	104	0	0.627	1
177.166	4	71	88	0	0.851	1
190.216	4	50	59	0	1.116	1
200.265	4	49	172	0	0.779	1
206.298	4	23	77	0	1.081	1
217.348	4	29	75	0	1.385	1
225.398	4	24	87	0	1.199	1
234.448	4	36	114	0	0.766	1
240.498	4	65	137	0	0.671	1
250.531	4	45	26	0	2.253	1
259.58	4	65	159	0	2.004	1
266.63	4	56	172	0	0.901	1
277.68	4	75	41	0	1.295	1
287.713	4	33	103	0	0.78	1
297.763	4	33	78	0	1.123	1
308.796	4	66	145	0	0.667	1
