onset	duration	amount	Delay	choseAccept	RT	choseRight
17.415	4	73	44	0	1.994	1
22.465	4	79	92	0	1.199	1
32.514	4	23	61	0	1.385	1
41.564	4	70	108	0	1.023	1
48.597	4	30	36	0	1.278	1
66.63	4	72	95	0	1.009	1
77.663	4	58	53	0	0.952	1
87.713	4	54	126	0	1.038	1
102.746	4	71	176	0	2.872	1
111.779	4	24	89	0	0.893	1
124.812	4	23	176	0	0.794	1
134.845	4	44	143	0	0.569	1
151.894	4	24	38	0	2.757	1
156.944	4	25	141	0	0.974	1
170.977	4	67	41	0	1.794	1
179.01	4	28	59	0	1.161	1
185.043	4	60	124	0	1.112	1
194.076	4	58	72	n/a	n/a	n/a
203.126	4	22	21	0	1.317	1
211.176	4	41	55	0	1.016	1
219.226	4	58	36	0	0.823	1
228.259	4	27	91	0	1.127	1
237.292	4	43	120	0	3.442	1
244.325	4	32	111	0	0.616	1
250.375	4	23	42	0	1.872	1
262.408	4	67	103	n/a	n/a	n/a
272.457	4	49	140	0	1.982	1
284.507	4	55	107	0	0.903	1
297.557	4	80	145	0	1.255	1
307.59	4	25	74	0	1.078	1
