onset	duration	amount	Probability	choseAccept	RT	choseRight
13.256	4	22	0.89	0	1.77	0
18.306	4	42	0.6	0	2.529	0
33.372	4	63	0.27	0	1.504	0
49.422	4	50	0.39	0	1.172	0
59.455	4	71	0.36	0	1.772	0
68.488	4	53	0.54	0	2.108	0
76.538	4	39	0.49	0	2.12	0
84.571	4	31	0.79	1	2.586	1
97.605	4	30	0.7	0	1.846	0
114.671	4	72	0.5	0	2.787	0
124.704	4	23	0.96	0	3.035	0
132.738	4	62	0.3	0	1.524	0
140.77	4	52	0.47	0	1.45	0
152.82	4	76	0.26	0	1.308	0
161.853	4	58	0.62	1	3.359	1
170.886	4	42	0.58	0	1.681	0
179.952	4	64	0.34	0	1.065	0
190.002	4	72	0.33	0	1.375	0
200.035	4	81	0.1	0	1.431	0
211.085	4	79	0.49	0	1.199	0
221.135	4	22	0.98	0	1.397	0
228.185	4	57	0.58	0	1.558	0
238.218	4	40	0.66	0	1.972	0
243.268	4	44	0.44	0	1.695	0
248.334	4	52	0.41	0	1.471	0
263.367	4	68	0.64	1	1.725	1
271.4	4	24	0.96	0	1.682	0
281.45	4	50	0.57	0	2.561	0
297.483	4	43	0.69	0	1.542	0
307.533	4	75	0.24	0	1.542	0
