onset	duration	amount	Probability	choseAccept	RT	choseRight
20.008	4	65	0.55	0	1.216	0
30.074	4	83	0.3	0	0.562	0
39.124	4	40	0.71	0	0.887	0
50.157	4	22	0.98	1	0.731	1
64.206	4	77	0.43	0	0.773	0
79.239	4	49	0.51	0	0.658	0
85.272	4	82	0.47	0	0.615	0
102.321	4	60	0.51	0	0.741	0
110.354	4	50	0.48	0	0.703	0
121.387	4	28	0.89	1	0.841	1
126.437	4	47	0.72	0	1.36	0
131.487	4	49	0.56	0	0.946	0
144.537	4	39	0.49	0	0.824	0
161.586	4	76	0.44	0	0.747	0
169.636	4	28	0.63	0	0.843	0
177.669	4	24	0.96	1	0.842	1
190.702	4	58	0.83	1	0.929	1
200.751	4	70	0.39	0	1.48	0
206.801	4	53	0.48	0	1.355	0
217.834	4	77	0.38	0	0.703	0
225.867	4	82	0.48	0	0.693	0
234.9	4	56	0.68	0	0.637	0
240.933	4	46	0.33	0	0.653	0
250.983	4	62	0.18	0	0.66	0
260.016	4	35	0.7	0	1.318	0
267.066	4	40	0.39	0	0.665	0
278.132	4	56	0.49	0	0.888	0
288.182	4	39	0.3	0	0.566	0
298.248	4	49	0.43	0	0.643	0
309.298	4	36	0.59	0	0.964	0
