onset	duration	amount	Probability	choseAccept	RT	choseRight
14.445	4	21	0.93	1	1.601	0
19.511	4	64	0.33	0	1.21	1
34.561	4	23	0.83	1	1.096	0
50.611	4	21	0.96	1	0.897	0
60.644	4	33	0.91	1	1.588	0
69.677	4	29	0.83	1	1.907	0
77.71	4	24	0.91	1	1.081	0
85.743	4	77	0.38	0	1.054	1
98.776	4	53	0.48	1	3.146	0
115.809	4	79	0.45	0	1.346	1
125.858	4	82	0.48	1	2.181	0
133.891	4	49	0.56	1	1.606	0
141.941	4	73	0.74	1	1.194	0
153.991	4	42	0.6	1	0.944	0
163.024	4	72	0.5	1	1.019	0
172.057	4	41	0.63	1	0.901	0
181.106	4	28	0.89	1	0.901	0
191.156	4	43	0.69	1	0.912	0
201.189	4	57	0.3	0	1.077	1
212.222	4	62	0.18	0	0.804	1
222.255	4	83	0.3	0	0.849	1
229.305	4	63	0.57	1	0.938	0
239.355	4	50	0.48	0	1.119	1
244.405	4	31	0.61	1	1.496	0
249.454	4	46	0.77	1	1.05	0
264.521	4	76	0.43	0	1.118	1
272.587	4	45	0.37	0	1.256	1
282.62	4	81	0.1	0	0.987	1
298.67	4	32	0.57	1	1.062	0
308.703	4	46	0.21	0	1.041	1
