onset	duration	amount	Probability	choseAccept	RT	choseRight
19.332	4	65	0.55	0	0.842	0
29.365	4	83	0.3	0	0.648	0
38.432	4	40	0.71	0	1.323	0
49.481	4	22	0.98	1	0.702	1
63.532	4	77	0.43	0	0.69	0
78.564	4	49	0.51	0	0.878	0
84.614	4	82	0.47	0	0.808	0
101.663	4	60	0.51	0	0.828	0
109.696	4	50	0.48	0	0.824	0
120.729	4	28	0.89	1	0.988	1
125.779	4	47	0.72	1	1.959	1
130.829	4	49	0.56	0	0.793	0
143.862	4	39	0.49	0	0.719	0
160.911	4	76	0.44	0	0.82	0
168.944	4	28	0.63	0	0.669	0
176.977	4	24	0.96	1	0.729	1
190.01	4	58	0.83	1	1.004	1
200.06	4	70	0.39	0	0.643	0
206.093	4	53	0.48	0	0.891	0
217.126	4	77	0.38	0	0.676	0
225.159	4	82	0.48	0	0.599	0
234.209	4	56	0.68	0	1.087	0
240.259	4	46	0.33	0	0.618	0
250.325	4	62	0.18	0	0.814	0
259.375	4	35	0.7	1	1.396	1
266.408	4	40	0.39	0	0.577	0
277.441	4	56	0.49	0	0.745	0
287.491	4	39	0.3	0	0.67	0
297.54	4	49	0.43	0	0.679	0
308.59	4	36	0.59	0	0.892	0
