onset	duration	amount	Probability	choseAccept	RT	choseRight
19.226	4	83	0.54	0	1.662	1
24.292	4	68	0.64	1	2.076	0
34.325	4	79	0.33	0	0.991	1
43.359	4	33	0.8	0	1.787	1
50.392	4	81	0.1	0	1.068	1
68.458	4	70	0.34	0	0.938	1
79.491	4	58	0.42	0	1.11	1
89.524	4	76	0.44	0	2.005	1
104.557	4	75	0.48	0	1.884	1
113.606	4	25	0.91	0	1.337	1
126.639	4	72	0.5	0	1.349	1
136.689	4	77	0.43	0	1.15	1
153.738	4	62	0.18	0	0.863	1
158.805	4	49	0.44	0	1.812	1
172.871	4	46	0.77	1	1.544	0
180.904	4	63	0.27	0	1.26	1
186.937	4	31	0.79	1	1.091	0
195.97	4	43	0.69	1	2.451	0
205.037	4	83	0.32	0	0.846	1
213.086	4	40	0.39	0	1.099	1
221.136	4	57	0.51	0	0.991	1
230.169	4	79	0.49	0	1.092	1
239.202	4	52	0.41	0	0.696	1
246.252	4	52	0.47	0	0.819	1
252.286	4	40	0.71	1	1.944	0
264.318	4	36	0.59	0	1.421	1
274.351	4	29	0.83	0	3.173	1
286.384	4	62	0.3	1	1.461	0
299.417	4	54	0.52	0	1.181	1
309.483	4	21	0.96	0	1.466	1
