onset	duration	amount	Delay	choseAccept	RT	choseRight
18.385	4	39	161	1	1.405	1
28.418	4	72	95	1	1.19	1
37.468	4	54	22	1	1.965	1
48.501	4	29	44	0	1.489	0
62.534	4	67	74	1	1.02	1
77.567	4	28	132	0	1.37	0
83.6	4	58	53	1	0.893	1
100.632	4	33	78	1	1.586	1
108.682	4	57	89	1	1.964	1
119.715	4	23	110	0	1.536	0
124.782	4	28	59	0	1.91	0
129.831	4	69	172	1	1.257	1
142.881	4	74	52	1	0.809	1
159.914	4	35	171	0	1.787	0
167.947	4	43	38	1	1.687	1
175.98	4	25	74	0	1.088	0
189.03	4	48	128	1	0.774	1
199.063	4	80	145	1	0.757	1
205.096	4	41	129	1	2.847	1
216.129	4	25	70	0	1.123	0
224.178	4	73	44	1	1.122	1
233.211	4	45	72	0	1.972	0
239.245	4	58	73	1	2.152	1
249.294	4	44	143	1	1.078	1
258.327	4	70	108	1	0.715	1
265.36	4	65	159	1	1.074	1
276.393	4	27	91	0	1.495	0
286.46	4	77	24	1	1.084	1
296.509	4	80	39	1	0.66	1
307.542	4	23	134	0	1.396	0
