onset	duration	amount	Delay	choseAccept	RT	choseRight
15.285	4	82	74	1	2.242	1
22.318	4	36	140	0	1.025	0
33.351	4	58	73	1	1.792	1
41.384	4	22	21	0	2.599	0
50.434	4	24	125	0	1.437	0
57.484	4	23	77	0	1.931	0
69.534	4	77	24	1	1.92	1
77.583	4	23	110	0	1.207	0
96.633	4	48	128	0	2.477	0
101.683	4	29	58	1	3.099	1
110.716	4	27	91	0	1.634	0
121.765	4	75	41	1	1.497	1
132.798	4	40	159	0	1.799	0
141.848	4	85	129	0	2.229	0
148.881	4	29	44	1	3.244	1
157.914	4	63	37	1	2.843	1
164.948	4	32	74	0	2.033	0
177.997	4	33	103	0	1.408	0
195.03	4	78	129	1	2.766	1
203.063	4	66	145	0	1.517	0
209.113	4	54	22	1	1.579	1
232.146	4	43	38	1	2.258	1
240.179	4	69	172	0	1.497	0
248.229	4	44	92	0	2.414	0
257.278	4	65	156	0	1.517	0
275.328	4	45	26	1	1.459	1
280.378	4	73	44	1	1.673	1
288.411	4	25	74	0	2.064	0
297.46	4	27	142	0	1.327	0
308.494	4	41	55	1	1.5	1
