onset	duration	amount	Delay	choseAccept	RT	choseRight
16.305	4	56	93	1	2.031	0
25.338	4	44	143	0	1.182	1
33.388	4	74	52	1	1.499	0
43.421	4	67	23	1	2.058	0
57.454	4	55	107	1	1.921	0
65.488	4	76	161	0	1.007	1
75.52	4	41	129	0	1.567	1
81.57	4	54	126	0	1.365	1
87.62	4	74	121	1	2.442	0
101.653	4	64	89	1	1.905	0
110.686	4	35	171	0	1.056	1
122.719	4	28	123	0	1.959	1
132.752	4	71	88	1	1.43	0
140.785	4	67	74	1	1.397	0
147.818	4	61	141	0	1.156	1
154.851	4	52	139	0	1.874	1
163.884	4	24	38	1	1.297	0
170.917	4	49	172	0	1.432	1
182.967	4	57	89	0	2.342	1
194	4	75	60	1	1.037	0
206.05	4	65	159	0	1.563	1
211.116	4	41	174	0	1.257	1
220.149	4	45	72	1	1.839	0
233.182	4	45	107	1	1.686	0
248.232	4	58	55	1	1.196	0
267.265	4	65	137	0	2.131	1
276.314	4	36	114	0	2.041	1
287.347	4	33	78	0	2.472	1
298.38	4	54	23	1	1.095	0
309.413	4	72	95	1	2.046	0
