onset	duration	amount	Delay	choseAccept	RT	choseRight
18.055	4	34	176	0	1.101	1
24.104	4	45	157	0	1.106	1
40.137	4	35	171	0	0.954	1
47.187	4	24	87	0	1.59	1
59.22	4	58	53	1	1.243	0
73.253	4	49	172	0	1.725	1
81.286	4	74	52	1	1.177	0
88.319	4	58	73	1	0.753	0
96.369	4	24	89	0	1.741	1
109.402	4	36	114	0	0.887	1
119.451	4	75	60	1	2.894	0
139.484	4	25	176	0	1.059	1
149.517	4	50	129	0	2.011	1
158.55	4	85	129	1	1.508	0
171.583	4	32	57	1	1.17	0
186.633	4	83	105	1	0.959	0
197.666	4	33	163	0	1.132	1
206.715	4	50	59	1	1.139	0
214.748	4	80	145	1	1.491	0
220.781	4	31	76	1	0.946	0
232.814	4	45	72	1	1.124	0
239.847	4	24	125	0	0.929	1
246.881	4	30	23	1	1.182	0
256.914	4	77	161	0	1.55	1
264.963	4	63	37	1	0.958	0
273.996	4	65	159	0	1.158	1
282.029	4	57	89	1	1.612	0
287.079	4	31	74	1	1.835	0
298.129	4	74	121	0	1.989	1
309.162	4	67	23	1	1.01	0
