onset	duration	amount	Probability	choseAccept	RT	choseRight
17.03	4	24	0.91	1	2.517	0
27.08	4	83	0.52	0	1.24	1
36.113	4	58	0.83	1	1.729	0
47.146	4	50	0.57	0	1.1	1
61.195	4	49	0.51	0	0.841	1
76.228	4	76	0.44	0	1.451	1
82.278	4	36	0.59	0	0.851	1
99.328	4	79	0.49	0	1.225	1
107.361	4	82	0.31	0	1.479	1
118.41	4	54	0.52	0	1.012	1
123.46	4	50	0.48	0	0.92	1
128.51	4	61	0.67	0	0.956	1
141.543	4	82	0.47	0	0.752	1
158.592	4	55	0.44	0	0.862	1
166.625	4	40	0.39	0	0.835	1
174.675	4	28	0.89	1	1.94	0
187.708	4	83	0.32	0	0.782	1
197.758	4	78	0.26	0	0.633	1
203.807	4	75	0.48	0	0.787	1
214.84	4	63	0.27	0	0.961	1
222.874	4	35	0.7	0	1.192	1
231.907	4	70	0.39	0	0.833	1
237.956	4	70	0.34	0	0.671	1
247.989	4	56	0.49	0	2.65	1
257.039	4	35	0.73	0	0.899	1
264.089	4	82	0.09	0	1.642	1
275.122	4	65	0.55	0	0.795	1
285.155	4	77	0.43	0	0.625	1
295.188	4	49	0.44	0	0.744	1
306.221	4	32	0.57	0	0.906	1
