onset	duration	amount	Delay	choseAccept	RT	choseRight
15.05	4	71	88	1	2.956	1
20.1	4	71	76	1	0.939	1
35.133	4	67	74	1	1.089	1
51.182	4	58	55	1	1.062	1
61.215	4	54	126	0	1.061	0
70.248	4	49	140	0	1.172	0
78.282	4	82	74	1	1.121	1
86.315	4	22	21	1	0.88	1
99.364	4	75	41	1	0.753	1
116.414	4	32	111	0	1.043	0
126.447	4	56	172	0	1.155	0
134.48	4	80	39	1	1.374	1
142.513	4	32	74	1	0.751	1
154.562	4	54	22	1	1.159	1
163.595	4	69	172	0	1.557	0
172.628	4	52	139	0	0.942	0
181.661	4	23	61	1	0.965	1
191.694	4	66	145	0	0.872	0
201.727	4	45	26	1	0.874	1
212.76	4	66	58	1	1.739	1
222.793	4	36	140	0	1.366	0
229.843	4	28	59	1	0.768	1
239.893	4	65	137	0	1.156	0
244.943	4	22	27	1	0.78	1
249.993	4	62	180	0	1.01	0
265.025	4	64	89	1	1.208	1
273.059	4	41	174	0	1.526	0
283.092	4	76	161	0	2.408	0
299.124	4	33	103	0	1.32	0
309.174	4	42	145	0	0.928	0
