onset	duration	amount	Delay	choseAccept	RT	choseRight
19.5	4	24	87	0	1.189	1
29.532	4	50	129	0	0.743	1
38.565	4	61	141	0	0.548	1
49.615	4	23	42	0	1.887	1
63.664	4	23	77	0	0.958	1
78.697	4	23	61	0	1.085	1
84.747	4	50	41	1	1.704	0
101.796	4	43	38	1	1.446	0
109.829	4	43	120	0	0.658	1
120.862	4	69	172	0	0.56	1
125.912	4	58	53	1	2.001	0
130.978	4	25	108	0	0.569	1
144.028	4	33	103	0	0.562	1
161.06	4	34	43	0	1.931	1
169.11	4	66	58	1	1.582	0
177.143	4	80	145	0	0.572	1
190.176	4	81	58	1	1.046	0
200.209	4	39	161	0	0.779	1
206.259	4	41	55	1	2.592	0
217.291	4	65	137	0	0.6	1
225.341	4	29	75	0	1.051	1
234.391	4	58	72	0	0.517	1
240.441	4	75	60	0	2.867	1
250.49	4	66	145	0	0.587	1
259.54	4	24	125	0	0.781	1
266.589	4	32	74	0	1.355	1
277.623	4	67	23	1	0.759	0
287.655	4	45	157	0	0.703	1
297.705	4	74	121	0	0.708	1
308.738	4	50	59	1	2.441	0
