onset	duration	amount	Probability	choseAccept	RT	choseRight
20.116	4	82	0.25	0	0.85	0
30.165	4	75	0.24	0	0.779	0
39.198	4	60	0.51	0	1.07	0
50.231	4	52	0.47	0	0.717	0
64.281	4	49	0.71	1	1.33	1
79.313	4	56	0.68	1	1.556	1
85.347	4	71	0.19	0	0.759	0
102.379	4	45	0.37	0	1.483	0
110.429	4	53	0.54	0	1.441	0
121.462	4	35	0.78	1	1.379	1
126.512	4	74	0.39	0	0.743	0
131.561	4	62	0.3	0	1.011	0
144.594	4	35	0.7	0	1.332	0
161.643	4	83	0.28	0	0.857	0
169.676	4	58	0.83	1	1.18	1
177.709	4	42	0.6	0	1.63	0
190.759	4	77	0.39	0	0.737	0
200.792	4	58	0.46	0	0.834	0
206.842	4	68	0.64	1	1.957	1
217.875	4	83	0.52	0	1.746	0
225.924	4	32	0.57	0	1.279	0
234.957	4	65	0.55	0	1.587	0
240.99	4	72	0.34	1	2.841	1
251.023	4	64	0.33	0	0.774	0
260.056	4	85	0.59	0	1.884	0
267.106	4	82	0.09	0	0.848	0
278.155	4	76	0.43	0	0.972	0
288.188	4	72	0.4	0	0.653	0
298.222	4	82	0.29	0	0.696	0
309.271	4	61	0.67	1	1.514	1
