onset	duration	amount	Probability	choseAccept	RT	choseRight
16.399	4	79	0.49	0	1.011	1
23.431	4	23	0.96	1	0.736	0
34.465	4	39	0.3	0	0.609	1
42.497	4	25	0.89	1	0.876	0
51.53	4	40	0.79	1	1.265	0
58.563	4	46	0.48	0	0.71	1
70.596	4	58	0.62	0	0.922	1
78.629	4	62	0.18	0	0.705	1
97.662	4	57	0.58	0	0.938	1
102.712	4	56	0.49	0	0.639	1
111.745	4	40	0.66	0	1.463	1
122.794	4	81	0.1	0	0.633	1
133.844	4	44	0.44	0	0.665	1
142.893	4	79	0.33	0	0.71	1
149.926	4	76	0.26	0	0.988	1
158.959	4	31	0.79	1	1.186	0
165.993	4	49	0.43	0	0.582	1
179.042	4	50	0.48	0	0.775	1
196.074	4	63	0.27	0	0.623	1
204.107	4	41	0.6	0	1.11	1
210.141	4	79	0.45	0	0.853	1
233.19	4	30	0.7	1	1.285	0
241.239	4	22	0.96	1	0.985	0
249.289	4	70	0.61	0	1.81	1
258.322	4	28	0.63	0	1.093	1
276.354	4	21	0.93	1	1.11	0
281.404	4	24	0.91	1	1.112	0
289.437	4	52	0.41	0	0.706	1
298.47	4	75	0.48	0	0.869	1
309.504	4	82	0.47	0	0.57	1
