onset	duration	amount	Delay	choseAccept	RT	choseRight
17.095	4	44	143	0	3.265	1
27.144	4	72	95	1	1.396	0
37.177	4	28	123	0	1.257	1
48.21	4	65	159	1	2.562	0
56.243	4	23	77	0	2.313	1
66.293	4	66	145	1	2.013	0
75.326	4	50	59	1	1.04	0
82.359	4	58	72	1	1.27	0
91.409	4	55	107	1	2.031	0
98.442	4	67	41	1	1.085	0
109.508	4	45	107	1	3.049	0
119.558	4	71	76	1	0.896	0
131.608	4	56	172	0	3.24	1
142.641	4	52	139	n/a	n/a	n/a
152.69	4	58	55	1	0.811	0
160.74	4	29	44	0	3.085	1
172.806	4	71	176	1	2.526	0
193.839	4	28	59	1	2.692	0
207.889	4	63	37	1	1.021	0
215.922	4	45	26	1	1.013	0
222.955	4	39	95	0	2.925	1
234.004	4	23	61	0	2.234	1
243.054	4	35	171	0	1.688	1
254.104	4	34	176	0	1.276	1
262.137	4	29	58	1	3.296	0
274.17	4	54	22	1	1.489	0
283.203	4	43	38	1	1.719	0
288.269	4	75	60	1	1.601	0
294.319	4	22	21	1	2.703	0
308.369	4	24	38	0	2.694	1
