onset	duration	amount	Probability	choseAccept	RT	choseRight
16.058	4	32	0.57	1	1.98	1
21.107	4	52	0.41	1	1.757	1
31.157	4	71	0.36	1	1.474	1
40.19	4	83	0.32	1	1.783	1
47.24	4	83	0.3	1	2.096	1
65.273	4	54	0.52	1	1.363	1
76.306	4	82	0.25	1	1.996	1
86.339	4	65	0.55	1	1.609	1
101.372	4	46	0.77	1	1.119	1
110.405	4	68	0.64	1	1.401	1
123.454	4	55	0.44	1	1.186	1
133.488	4	23	0.96	1	1.871	1
150.52	4	64	0.34	1	2	1
155.586	4	49	0.56	1	1.836	1
169.619	4	53	0.48	1	2.09	1
177.652	4	46	0.48	1	1.733	1
183.702	4	33	0.62	0	1.97	0
192.735	4	71	0.19	1	2.11	1
201.785	4	22	0.89	0	1.602	0
209.818	4	21	0.93	0	1.124	0
217.851	4	62	0.18	0	1.927	0
226.884	4	58	0.42	1	1.729	1
235.917	4	50	0.48	1	1.421	1
242.95	4	24	0.91	0	2.361	0
248.984	4	21	0.96	0	1.505	0
261.017	4	75	0.24	1	2.209	1
271.05	4	49	0.44	1	1.614	1
283.083	4	78	0.26	1	1.838	1
296.115	4	35	0.78	1	1.735	1
306.165	4	46	0.33	0	1.983	0
