onset	duration	amount	Probability	choseAccept	RT	choseRight
15.338	4	21	0.93	0	0.798	1
20.405	4	64	0.33	0	0.969	1
35.454	4	23	0.83	0	1.144	1
51.487	4	21	0.96	0	1.284	1
61.536	4	33	0.91	1	1.583	0
70.569	4	29	0.83	0	1.161	1
78.602	4	24	0.91	0	1.044	1
86.635	4	77	0.38	0	1.101	1
99.685	4	53	0.48	1	1.295	0
116.734	4	79	0.45	0	1.359	1
126.767	4	82	0.48	1	1.287	0
134.8	4	49	0.56	1	1.091	0
142.833	4	73	0.74	1	0.669	0
154.883	4	42	0.6	1	1.097	0
163.916	4	72	0.5	1	0.981	0
172.949	4	41	0.63	0	1.754	1
181.982	4	28	0.89	0	1.232	1
192.031	4	43	0.69	1	1.126	0
202.064	4	57	0.3	0	0.885	1
213.114	4	62	0.18	0	0.675	1
223.147	4	83	0.3	0	1.07	1
230.18	4	63	0.57	1	0.965	0
240.213	4	50	0.48	1	0.84	0
245.262	4	31	0.61	0	1.749	1
250.329	4	46	0.77	1	1.097	0
265.362	4	76	0.43	0	1.272	1
273.395	4	45	0.37	0	0.7	1
283.444	4	81	0.1	0	0.64	1
299.477	4	32	0.57	0	1.563	1
309.526	4	46	0.21	0	0.955	1
