onset	duration	amount	Delay	choseAccept	RT	choseRight
16.061	4	41	55	1	1.842	1
25.093	4	49	140	1	1.202	1
33.143	4	31	74	1	1.243	1
43.176	4	50	41	1	0.88	1
57.209	4	34	176	0	1.09	0
65.242	4	74	52	1	1.305	1
75.275	4	45	107	0	0.914	0
81.324	4	66	71	1	2.117	1
87.374	4	33	103	0	0.864	0
101.424	4	69	172	1	0.72	1
110.473	4	33	163	0	1.385	0
122.523	4	54	126	1	1.217	1
132.572	4	32	111	0	1.433	0
140.622	4	54	23	1	1.573	1
147.655	4	65	137	1	1.243	1
154.688	4	76	161	1	1.663	1
163.721	4	80	145	1	0.686	1
170.771	4	77	24	1	0.779	1
182.82	4	39	161	1	1.045	1
193.853	4	78	108	1	0.704	1
205.903	4	56	93	1	1.373	1
210.952	4	55	163	1	1.313	1
219.985	4	31	76	0	1.083	0
233.035	4	77	161	1	1.316	1
248.068	4	32	74	0	0.773	0
267.117	4	32	57	0	1.169	0
276.166	4	25	176	0	1.152	0
287.216	4	36	140	0	1.383	0
298.266	4	24	38	0	1.054	0
309.315	4	27	130	0	0.832	0
