onset	duration	amount	Probability	choseAccept	RT	choseRight
16.048	4	32	0.57	1	2.522	1
21.097	4	52	0.41	1	2.052	1
31.148	4	71	0.36	1	2.123	1
40.196	4	83	0.32	1	2.453	1
47.246	4	83	0.3	0	3.051	0
65.312	4	54	0.52	0	2.513	0
76.378	4	82	0.25	0	2.245	0
86.427	4	65	0.55	1	2.07	1
101.46	4	46	0.77	1	2.55	1
110.509	4	68	0.64	1	2.108	1
123.559	4	55	0.44	0	2.017	0
133.608	4	23	0.96	0	3.066	0
150.674	4	64	0.34	0	1.572	0
155.724	4	49	0.56	1	3.317	1
169.773	4	53	0.48	0	1.556	0
177.806	4	46	0.48	0	1.887	0
183.839	4	33	0.62	0	3.125	0
192.888	4	71	0.19	0	1.829	0
201.938	4	22	0.89	0	1.609	0
209.971	4	21	0.93	0	1.79	0
218.004	4	62	0.18	0	1.75	0
227.053	4	58	0.42	0	1.641	0
236.103	4	50	0.48	0	2.131	0
243.152	4	24	0.91	0	1.304	0
249.202	4	21	0.96	0	1.015	0
261.251	4	75	0.24	0	2.562	0
271.301	4	49	0.44	0	2.427	0
283.35	4	78	0.26	0	1.388	0
296.4	4	35	0.78	0	3.15	0
306.466	4	46	0.33	0	2.207	0
