onset	duration	amount	Probability	choseAccept	RT	choseRight
18.086	4	64	0.34	0	1.353	0
24.119	4	79	0.45	1	1.44	1
40.151	4	50	0.48	0	2.247	0
47.201	4	77	0.38	0	1.949	0
59.25	4	84	0.25	0	0.908	0
73.283	4	21	0.93	1	2.45	1
81.332	4	65	0.55	1	1.993	1
88.365	4	35	0.73	1	1.751	1
96.415	4	40	0.79	1	1.693	1
109.448	4	56	0.49	1	2.307	1
119.48	4	70	0.39	0	2.579	0
139.513	4	78	0.26	0	1.449	0
149.562	4	35	0.78	1	3.28	1
158.595	4	41	0.63	1	2.966	1
171.661	4	31	0.79	0	2.572	0
186.71	4	56	0.44	0	2.154	0
197.743	4	29	0.83	1	2.193	1
206.776	4	82	0.23	0	1.927	0
214.809	4	82	0.09	0	1.758	0
220.842	4	64	0.33	0	2.133	0
232.891	4	40	0.66	0	3.059	0
239.924	4	56	0.68	1	2.77	1
246.957	4	76	0.44	1	2.257	1
256.99	4	45	0.37	0	3.055	0
265.022	4	81	0.1	0	0.879	0
274.055	4	21	0.96	1	1.638	1
282.088	4	57	0.51	1	2.116	1
287.138	4	82	0.47	1	2.122	1
298.171	4	60	0.51	1	1.793	1
309.203	4	82	0.31	0	1.152	0
