onset	duration	amount	Probability	choseAccept	RT	choseRight
16.044	4	83	0.54	1	1.828	0
21.094	4	68	0.64	1	1.436	0
31.127	4	79	0.33	0	1.514	1
40.176	4	33	0.8	1	2.988	0
47.209	4	81	0.1	0	1.02	1
65.242	4	70	0.34	0	1.76	1
76.275	4	58	0.42	0	1.707	1
86.308	4	76	0.44	n/a	n/a	n/a
101.357	4	75	0.48	0	2.6	1
110.424	4	25	0.91	0	2.307	1
123.457	4	72	0.5	n/a	n/a	n/a
133.506	4	77	0.43	0	1.76	1
150.556	4	62	0.18	0	1.397	1
155.622	4	49	0.44	n/a	n/a	n/a
169.672	4	46	0.77	0	1.545	1
177.721	4	63	0.27	0	1.752	1
183.755	4	31	0.79	1	1.24	0
192.788	4	43	0.69	1	2.006	0
201.821	4	83	0.32	1	1.494	0
209.854	4	40	0.39	0	1.665	1
217.92	4	57	0.51	1	2.486	0
226.97	4	79	0.49	n/a	n/a	n/a
236.019	4	52	0.41	0	1.185	1
243.053	4	52	0.47	n/a	n/a	n/a
249.102	4	40	0.71	1	1.53	0
261.135	4	36	0.59	0	2.04	1
271.168	4	29	0.83	0	1.444	1
283.218	4	62	0.3	1	3.91	0
296.251	4	54	0.52	n/a	n/a	n/a
306.3	4	21	0.96	0	2.378	1
