onset	duration	amount	Delay	choseAccept	RT	choseRight
18.365	4	44	143	0	0.786	1
28.411	4	85	129	0	0.62	1
38.457	4	39	104	0	0.906	1
49.502	4	65	156	0	0.549	1
57.548	4	42	145	0	0.52	1
67.582	4	36	114	0	0.611	1
76.628	4	54	23	1	1.001	0
83.674	4	65	137	0	0.68	1
92.709	4	24	139	0	0.757	1
99.743	4	34	176	0	0.573	1
110.789	4	78	129	0	0.605	1
120.823	4	70	108	0	0.529	1
132.868	4	56	172	0	1.062	1
143.914	4	49	172	0	0.593	1
153.936	4	23	134	0	0.602	1
161.97	4	80	39	1	1.314	0
174.004	4	28	59	0	0.989	1
195.048	4	24	87	0	1.094	1
209.094	4	23	77	0	0.843	1
217.14	4	50	129	0	0.621	1
224.174	4	33	78	0	1.072	1
235.22	4	50	41	0	1.278	1
244.254	4	29	58	0	0.871	1
255.299	4	28	123	0	0.743	1
263.345	4	25	74	0	0.965	1
275.391	4	50	59	0	1.14	1
284.425	4	69	172	0	0.71	1
289.471	4	22	21	0	1.09	1
295.506	4	45	26	1	1.408	0
309.539	4	23	176	0	0.81	1
