onset	duration	amount	Probability	choseAccept	RT	choseRight
18.702	4	76	0.44	0	1.318	1
28.736	4	77	0.43	0	0.88	1
38.782	4	32	0.57	1	0.896	0
49.828	4	24	0.96	0	1.331	1
57.874	4	72	0.4	0	0.929	1
67.92	4	71	0.19	0	0.813	1
76.966	4	58	0.42	0	0.721	1
84	4	40	0.39	0	0.809	1
93.046	4	44	0.44	0	0.802	1
100.08	4	78	0.42	0	0.656	1
111.114	4	61	0.5	1	1.177	0
121.16	4	40	0.71	1	0.826	0
133.194	4	70	0.39	0	0.669	1
144.227	4	43	0.69	1	0.851	0
154.261	4	62	0.18	0	0.609	1
162.296	4	23	0.83	0	1.067	1
174.329	4	62	0.3	0	0.627	1
195.362	4	46	0.21	0	1.224	1
209.407	4	83	0.32	0	0.812	1
217.441	4	79	0.45	0	0.692	1
224.476	4	49	0.71	1	0.925	0
235.51	4	52	0.41	0	0.69	1
244.544	4	39	0.49	0	1.61	1
255.589	4	22	0.96	0	1.113	1
263.624	4	41	0.6	1	1.346	0
275.657	4	63	0.27	0	0.61	1
284.703	4	79	0.49	0	0.643	1
289.75	4	56	0.44	0	0.539	1
295.784	4	74	0.39	0	0.699	1
309.818	4	75	0.48	1	1.595	0
