onset	duration	amount	Delay	choseAccept	RT	choseRight
19.773	4	25	70	1	0.664	0
29.795	4	22	27	1	0.807	0
38.829	4	74	121	1	0.414	0
49.875	4	55	163	1	0.494	0
63.92	4	75	60	1	0.528	0
78.965	4	78	129	1	0.33	0
85	4	28	163	1	0.671	0
102.045	4	35	171	1	0.412	0
110.079	4	42	145	1	0.458	0
121.125	4	77	24	1	0.262	0
126.171	4	80	39	1	0.338	0
131.206	4	66	58	1	0.319	0
144.251	4	23	110	1	0.273	0
161.296	4	31	76	1	0.372	0
169.319	4	39	104	1	0.432	0
177.341	4	71	88	1	0.429	0
190.375	4	50	59	1	0.45	0
200.42	4	49	172	1	0.658	0
206.455	4	23	77	1	0.447	0
217.5	4	29	75	1	0.509	0
225.546	4	24	87	1	0.463	0
234.581	4	36	114	1	0.902	0
240.603	4	65	137	1	0.423	0
250.637	4	45	26	1	0.612	0
259.672	4	65	159	1	0.419	0
266.706	4	56	172	1	0.468	0
277.74	4	75	41	1	0.768	0
287.786	4	33	103	1	0.33	0
297.819	4	33	78	1	0.564	0
308.865	4	66	145	1	0.349	0
