onset	duration	amount	Delay	choseAccept	RT	choseRight
15.045	4	64	89	1	2.463	0
25.079	4	65	159	0	2.345	1
35.128	4	66	58	1	2.655	0
46.161	4	63	37	1	1.282	0
54.211	4	79	92	1	2.427	0
64.244	4	43	19	1	3.401	0
73.294	4	34	43	0	1.789	1
80.327	4	43	38	0	2.933	1
89.376	4	65	156	0	2.664	1
96.426	4	58	73	0	3.275	1
107.459	4	44	92	0	1.197	1
117.526	4	45	72	0	2.152	1
129.575	4	62	180	0	1.605	1
140.608	4	29	44	1	2.307	0
150.641	4	57	89	0	2.075	1
158.674	4	67	103	0	0.997	1
170.741	4	33	78	0	2.09	1
191.773	4	23	42	0	1.506	1
205.806	4	74	121	1	1.951	0
213.856	4	71	176	0	3.041	1
220.889	4	41	27	1	1.955	0
231.922	4	39	104	0	1.622	1
240.955	4	25	108	0	1.78	1
252.021	4	67	41	1	1.311	0
260.071	4	28	163	0	2.329	1
272.137	4	82	74	1	2.421	0
281.17	4	55	107	0	1.161	1
286.22	4	23	110	0	1.153	1
292.254	4	22	21	0	0.805	1
306.303	4	30	36	0	2.448	1
