onset	duration	amount	Probability	choseAccept	RT	choseRight
15.555	4	49	0.44	0	1.631	0
22.605	4	56	0.68	1	1.192	1
33.638	4	68	0.64	1	0.784	1
41.688	4	31	0.79	1	1.592	1
50.721	4	49	0.71	1	1.32	1
57.754	4	74	0.39	0	0.907	0
69.787	4	58	0.46	1	2.392	1
77.837	4	61	0.5	1	2.247	1
96.869	4	77	0.39	0	0.849	0
101.936	4	82	0.47	1	1.27	1
110.969	4	22	0.98	0	2.102	0
122.002	4	64	0.34	0	1.754	0
133.035	4	82	0.31	0	1.165	0
142.085	4	76	0.26	0	0.992	0
149.118	4	72	0.33	0	0.912	0
158.168	4	83	0.54	1	1.372	1
165.201	4	46	0.33	0	0.862	0
178.267	4	47	0.72	1	1.314	1
195.3	4	65	0.55	1	2.208	1
203.333	4	35	0.73	1	2.392	1
209.366	4	33	0.8	1	2.079	1
232.415	4	25	0.91	0	2.006	0
240.448	4	40	0.79	1	1.711	1
248.481	4	71	0.36	0	1.498	0
257.548	4	49	0.51	1	2.357	1
275.597	4	24	0.96	0	2.631	0
280.664	4	72	0.4	0	1.691	0
288.697	4	46	0.48	1	2.642	1
297.73	4	33	0.62	1	1.429	1
308.779	4	39	0.3	0	0.832	0
