onset	duration	amount	Delay	choseAccept	RT	choseRight
18.714	4	56	172	0	0.937	1
28.747	4	36	114	0	0.94	1
37.78	4	41	129	0	1.441	1
48.813	4	44	143	0	1.061	1
62.879	4	22	27	0	0.985	1
77.928	4	72	95	1	1.458	0
83.961	4	49	172	0	1.119	1
101.011	4	41	174	0	0.937	1
109.045	4	43	120	0	1.583	1
120.11	4	28	59	0	1.337	1
125.177	4	83	105	1	2.314	0
130.227	4	30	23	0	1.793	1
143.26	4	75	60	1	1.895	0
160.292	4	67	74	1	1.885	0
168.342	4	45	157	0	0.861	1
176.392	4	71	76	1	1.865	0
189.458	4	28	123	0	1.148	1
199.508	4	27	142	0	0.761	1
205.541	4	28	132	0	1.5	1
216.591	4	73	44	1	1.012	0
224.624	4	50	129	0	1.473	1
233.673	4	50	59	1	1.408	0
239.706	4	25	74	0	1.447	1
249.756	4	24	87	0	1.195	1
258.806	4	29	75	0	1.327	1
265.839	4	24	125	0	0.861	1
276.872	4	23	77	0	1.568	1
286.922	4	81	58	1	0.997	0
296.955	4	45	26	1	1.301	0
308.004	4	24	139	0	0.883	1
