onset	duration	amount	Delay	choseAccept	RT	choseRight
16.013	4	43	19	0	1.356	1
25.046	4	24	89	1	1.262	0
33.079	4	41	27	0	1.949	1
43.129	4	56	93	1	1.411	0
57.162	4	75	41	1	1.441	0
65.195	4	78	129	1	1.446	0
75.228	4	39	161	1	1.986	0
81.278	4	62	180	1	1.326	0
87.311	4	25	70	0	1.521	1
101.36	4	39	104	0	1.043	1
110.393	4	78	108	1	0.63	0
122.426	4	24	125	0	1.686	1
132.492	4	25	141	0	1.298	1
140.559	4	27	91	0	1.356	1
147.592	4	43	38	1	1.395	0
154.625	4	52	139	1	1.777	0
163.658	4	71	176	1	1.134	0
170.708	4	44	143	0	1.948	1
182.757	4	35	171	0	1.494	1
193.79	4	25	74	0	1.156	1
205.823	4	67	41	1	0.944	0
210.873	4	40	159	0	1.936	1
219.923	4	65	159	1	0.915	0
232.972	4	77	161	1	1.6	0
248.022	4	71	76	1	1.317	0
267.071	4	66	145	0	1.244	1
276.104	4	71	88	1	0.995	0
287.137	4	34	176	0	1.301	1
298.186	4	45	72	1	1.251	0
309.253	4	24	87	0	1.23	1
