onset	duration	amount	Delay	choseAccept	RT	choseRight
15.035	4	64	89	1	2.163	0
25.085	4	65	159	0	1.045	1
35.134	4	66	58	1	2.361	0
46.184	4	63	37	1	1.04	0
54.234	4	79	92	1	1.336	0
64.283	4	43	19	1	0.86	0
73.316	4	34	43	0	1.473	1
80.349	4	43	38	1	1.282	0
89.399	4	65	156	0	0.922	1
96.432	4	58	73	0	2.099	1
107.481	4	44	92	0	0.927	1
117.514	4	45	72	0	1.121	1
129.547	4	62	180	0	0.898	1
140.596	4	29	44	1	0.958	0
150.646	4	57	89	0	1.091	1
158.696	4	67	103	0	1.28	1
170.745	4	33	78	0	1.129	1
191.811	4	23	42	1	2.286	0
205.86	4	74	121	1	2.772	0
213.893	4	71	176	0	0.85	1
220.943	4	41	27	1	1.573	0
231.976	4	39	104	0	3.057	1
241.009	4	25	108	0	0.834	1
252.058	4	67	41	1	1.394	0
260.091	4	28	163	0	0.735	1
272.157	4	82	74	1	0.715	0
281.207	4	55	107	0	2.013	1
286.273	4	23	110	0	0.662	1
292.323	4	22	21	1	0.772	0
306.356	4	30	36	1	0.83	0
