onset	duration	amount	Probability	choseAccept	RT	choseRight
15.4	4	40	0.39	0	0.632	0
23.449	4	50	0.48	0	0.638	0
38.482	4	35	0.78	1	0.877	1
44.515	4	56	0.44	0	0.524	0
54.548	4	83	0.52	1	0.947	1
63.581	4	33	0.62	1	1.066	1
73.614	4	49	0.56	1	1.104	1
78.664	4	44	0.44	0	0.838	0
83.714	4	47	0.72	1	0.9	1
88.78	4	22	0.96	1	1.146	1
103.813	4	33	0.91	1	0.817	1
110.863	4	72	0.4	1	0.782	1
120.896	4	68	0.64	1	0.789	1
127.929	4	72	0.33	0	0.676	0
135.962	4	82	0.48	1	1.531	1
141.995	4	33	0.8	1	1.45	1
152.028	4	57	0.3	0	0.688	0
164.061	4	39	0.3	0	0.591	0
172.094	4	50	0.57	1	1.038	1
194.126	4	66	0.25	0	0.821	0
202.159	4	31	0.61	1	1.004	1
212.192	4	84	0.25	0	0.659	0
219.225	4	76	0.26	0	0.594	0
236.258	4	57	0.51	1	0.992	1
246.291	4	55	0.44	0	0.775	0
259.324	4	52	0.41	0	0.614	0
270.373	4	83	0.32	0	0.676	0
281.406	4	45	0.37	0	0.771	0
294.439	4	53	0.54	1	1.114	1
309.489	4	76	0.44	1	1.343	1
