onset	duration	amount	Delay	choseAccept	RT	choseRight
15.062	4	43	19	1	2.419	0
24.112	4	24	89	0	3.101	1
32.161	4	41	27	1	2.944	0
42.194	4	56	93	1	3.031	0
56.227	4	75	41	1	1.834	0
64.277	4	78	129	1	1.567	0
74.327	4	39	161	0	2.119	1
80.377	4	62	180	1	2.083	0
86.427	4	25	70	0	2.617	1
100.476	4	39	104	0	2.639	1
109.509	4	78	108	1	2.077	0
121.542	4	24	125	0	1.835	1
131.592	4	25	141	0	1.755	1
139.625	4	27	91	0	1.97	1
146.675	4	43	38	1	1.29	0
153.708	4	52	139	1	1.282	0
162.741	4	71	176	1	2.038	0
169.775	4	44	143	1	2.575	0
181.807	4	35	171	0	2.37	1
192.857	4	25	74	0	2.002	1
204.907	4	67	41	1	1.8	0
209.973	4	40	159	0	2.408	1
219.006	4	65	159	1	3.132	0
232.039	4	77	161	1	1.284	0
247.089	4	71	76	1	1.35	0
266.138	4	66	145	1	1.081	0
275.171	4	71	88	1	1.277	0
286.204	4	34	176	0	1.95	1
297.254	4	45	72	1	2.457	0
308.287	4	24	87	0	1.888	1
