onset	duration	amount	Delay	choseAccept	RT	choseRight
15.995	4	73	44	1	1.759	0
23.028	4	41	174	1	1.755	0
34.061	4	75	60	1	1.38	0
42.094	4	69	172	1	2.123	0
51.127	4	39	95	1	2.577	0
58.161	4	45	157	1	1.669	0
70.21	4	54	23	1	1.725	0
78.243	4	45	107	1	1.819	0
97.293	4	29	44	1	2.778	0
102.343	4	32	111	0	2.006	1
111.376	4	50	129	1	0.943	0
122.409	4	33	78	0	3.357	1
133.442	4	24	38	0	1.373	1
142.475	4	74	121	1	1.557	0
149.508	4	66	58	1	1.589	0
158.541	4	48	128	1	1.674	0
165.574	4	58	72	1	1.062	0
178.607	4	63	37	1	2.168	0
195.657	4	30	36	1	3.296	0
203.69	4	23	134	0	1.304	1
209.724	4	28	132	0	1.591	1
232.772	4	80	39	1	1.376	0
240.805	4	23	42	0	1.503	1
248.855	4	23	61	0	1.005	1
257.888	4	25	108	0	1.289	1
275.921	4	58	53	1	2.232	0
280.971	4	29	58	0	1.576	1
289.004	4	80	145	1	0.893	0
298.037	4	41	55	1	2.172	0
309.07	4	32	57	1	2.26	0
