onset	duration	amount	Probability	choseAccept	RT	choseRight
18.437	4	50	0.39	0	1.61	0
23.487	4	78	0.42	1	2.645	1
33.52	4	41	0.63	1	1.968	1
42.57	4	76	0.43	1	1.973	1
49.603	4	68	0.64	1	1.772	1
67.636	4	50	0.57	1	1.537	1
78.669	4	56	0.44	1	2.28	1
88.702	4	22	0.89	0	2.444	0
103.735	4	71	0.36	0	1.605	0
112.768	4	49	0.71	1	1.939	1
125.801	4	31	0.61	0	2.129	0
135.851	4	71	0.19	0	1.231	0
152.9	4	82	0.25	0	1.377	0
157.95	4	61	0.67	1	1.637	1
171.983	4	21	0.96	0	2.146	0
180.033	4	62	0.3	0	1.313	0
186.083	4	57	0.58	1	1.512	1
195.116	4	58	0.42	0	2.797	0
204.166	4	63	0.27	0	1.176	0
212.199	4	82	0.29	0	1.251	0
220.248	4	75	0.48	1	1.833	1
229.282	4	29	0.83	1	2.331	1
238.315	4	58	0.45	1	2.991	1
245.348	4	43	0.69	1	1.514	1
251.381	4	70	0.34	0	1.046	0
263.431	4	23	0.96	0	2.238	0
273.464	4	40	0.79	1	1.678	1
285.497	4	42	0.6	1	2.281	1
298.53	4	52	0.41	0	2.088	0
308.563	4	30	0.7	1	1.957	1
