onset	duration	amount	Probability	choseAccept	RT	choseRight
15.2	4	82	0.31	1	1.6	0
20.266	4	31	0.79	0	0.644	1
35.316	4	28	0.63	0	1.316	1
51.365	4	62	0.18	1	0.92	0
61.398	4	77	0.38	0	1.083	1
70.448	4	36	0.59	0	1.133	1
78.498	4	35	0.78	0	0.903	1
86.531	4	31	0.61	0	0.927	1
99.58	4	58	0.46	1	1.209	0
116.613	4	63	0.27	0	1.202	1
126.646	4	76	0.43	1	1.411	0
134.679	4	53	0.48	1	0.888	0
142.712	4	41	0.6	1	1.679	0
154.745	4	75	0.24	0	1.249	1
163.795	4	46	0.33	0	0.865	1
172.845	4	73	0.74	1	1.462	0
181.878	4	77	0.39	1	1.327	0
191.927	4	81	0.1	0	0.924	1
201.96	4	58	0.62	1	1.146	0
212.993	4	42	0.6	1	1.414	0
223.043	4	49	0.56	1	3.615	0
230.093	4	21	0.96	0	1.77	1
240.142	4	61	0.5	1	1.08	0
245.192	4	22	0.98	0	0.845	1
250.242	4	82	0.25	0	1.143	1
265.292	4	79	0.45	1	1	0
273.341	4	22	0.96	0	1.11	1
283.391	4	47	0.72	1	1.197	0
299.441	4	78	0.42	1	1.317	0
309.507	4	63	0.57	1	0.825	0
