onset	duration	amount	Probability	choseAccept	RT	choseRight
18.582	4	79	0.45	0	1.765	1
28.648	4	49	0.44	0	0.362	1
38.698	4	79	0.49	0	0.411	1
49.731	4	77	0.39	0	0.528	1
57.764	4	83	0.32	0	0.413	1
67.814	4	83	0.28	0	0.518	1
76.863	4	24	0.91	0	0.311	1
83.913	4	25	0.89	0	1.063	1
92.963	4	66	0.25	0	0.368	1
100.013	4	81	0.1	0	0.355	1
111.045	4	85	0.59	0	0.374	1
121.078	4	84	0.25	0	0.374	1
133.111	4	22	0.96	0	0.467	1
144.161	4	57	0.51	0	0.646	1
154.211	4	70	0.61	0	0.446	1
162.261	4	55	0.44	0	0.549	1
174.31	4	40	0.66	0	0.584	1
195.376	4	33	0.62	0	0.396	1
209.426	4	61	0.5	0	0.377	1
217.459	4	52	0.47	0	0.456	1
224.492	4	83	0.52	0	0.42	1
235.525	4	79	0.33	0	0.513	1
244.575	4	33	0.91	0	0.384	1
255.624	4	72	0.34	0	0.527	1
263.657	4	45	0.37	0	0.559	1
275.707	4	82	0.23	0	0.357	1
284.74	4	76	0.26	0	0.354	1
289.79	4	58	0.46	0	0.405	1
295.823	4	74	0.39	0	0.62	1
309.856	4	46	0.48	0	0.523	1
