onset	duration	amount	Delay	choseAccept	RT	choseRight
14.91	4	72	95	0	1.703	0
21.96	4	43	120	0	1.126	0
32.993	4	71	176	0	0.995	0
41.043	4	78	108	0	0.964	0
50.092	4	55	163	0	1.982	0
57.142	4	65	156	0	0.687	0
69.192	4	80	39	1	1.822	1
77.241	4	48	128	0	1.186	0
96.291	4	75	60	1	1.115	1
101.357	4	77	142	0	1.04	0
110.39	4	39	95	0	1.007	0
121.44	4	50	129	0	1.004	0
132.473	4	67	103	0	1.976	0
141.506	4	44	143	0	2.23	0
148.556	4	70	108	0	0.705	0
157.589	4	54	23	1	0.813	1
164.622	4	33	163	0	2.421	0
177.655	4	41	55	0	1.133	0
194.704	4	45	157	n/a	n/a	n/a
202.771	4	63	37	1	0.997	1
208.804	4	28	123	0	1.009	0
231.836	4	31	74	0	1.246	0
239.886	4	58	73	0	0.967	0
247.936	4	23	110	0	0.904	0
256.969	4	57	89	n/a	n/a	n/a
275.018	4	27	142	0	1.302	0
280.085	4	43	19	1	1.104	1
288.118	4	54	126	0	0.731	0
297.168	4	65	159	0	0.798	0
308.217	4	83	105	0	1.304	0
