onset	duration	amount	Delay	choseAccept	RT	choseRight
16.398	4	44	143	0	1.194	1
26.431	4	85	129	0	1.138	1
36.465	4	39	104	0	1	1
47.514	4	65	156	0	0.866	1
55.564	4	42	145	0	1.844	1
65.597	4	36	114	0	1.99	1
74.63	4	54	23	1	1.187	0
81.68	4	65	137	0	1.106	1
90.713	4	24	139	0	0.663	1
97.763	4	34	176	0	1.198	1
108.812	4	78	129	0	1.396	1
118.846	4	70	108	0	0.869	1
130.895	4	56	172	0	0.754	1
141.945	4	49	172	0	0.646	1
151.978	4	23	134	0	1.058	1
160.011	4	80	39	1	2.582	0
172.044	4	28	59	0	1.4	1
193.11	4	24	87	0	1.85	1
207.16	4	23	77	0	1.376	1
215.193	4	50	129	0	0.678	1
222.226	4	33	78	0	1.235	1
233.276	4	50	41	1	1.672	0
242.309	4	29	58	0	1.001	1
253.359	4	28	123	0	0.906	1
261.392	4	25	74	0	1.263	1
273.442	4	50	59	0	2.267	1
282.492	4	69	172	0	1.472	1
287.541	4	22	21	0	0.91	1
293.575	4	45	26	1	2.004	0
307.624	4	23	176	0	0.85	1
