onset	duration	amount	Probability	choseAccept	RT	choseRight
17.831	4	64	0.34	0	0.996	0
27.88	4	50	0.39	0	1.077	0
37.914	4	43	0.69	1	1.431	1
48.963	4	44	0.44	1	1.601	1
57.03	4	23	0.83	0	1.687	0
67.063	4	21	0.96	0	1.071	0
76.096	4	49	0.43	0	0.836	0
83.129	4	49	0.71	1	1.105	1
92.162	4	31	0.79	1	0.792	1
99.195	4	56	0.68	1	1.536	1
110.229	4	70	0.34	0	0.863	0
120.278	4	65	0.55	0	1.414	0
132.328	4	83	0.52	0	1.22	0
143.361	4	62	0.3	0	0.943	0
153.394	4	82	0.23	0	0.839	0
161.427	4	81	0.1	0	0.817	0
173.477	4	50	0.48	0	0.81	0
194.51	4	71	0.19	0	0.784	0
208.576	4	52	0.41	0	0.794	0
216.609	4	49	0.44	0	0.832	0
223.659	4	49	0.51	0	1.426	0
234.692	4	76	0.44	0	0.791	0
243.725	4	46	0.48	0	1.226	0
254.759	4	36	0.59	0	1.712	0
262.808	4	39	0.3	0	0.824	0
274.841	4	55	0.44	0	0.808	0
283.875	4	72	0.4	0	0.704	0
288.924	4	53	0.54	0	1.367	0
294.974	4	63	0.27	0	0.864	0
309.024	4	82	0.09	0	0.809	0
