onset	duration	amount	Probability	choseAccept	RT	choseRight
17.634	4	63	0.27	0	1.063	0
27.683	4	41	0.6	1	2.959	1
37.716	4	56	0.44	0	0.759	0
48.749	4	41	0.63	1	1.596	1
56.782	4	31	0.79	1	2.396	1
66.815	4	77	0.38	0	1.05	0
75.865	4	25	0.89	1	1.583	1
82.914	4	71	0.19	0	1.542	0
91.947	4	65	0.55	1	1.258	1
98.98	4	58	0.46	0	1.865	0
110.03	4	21	0.93	0	1.918	0
120.08	4	46	0.33	0	0.766	0
132.129	4	66	0.25	0	0.905	0
143.162	4	62	0.18	0	0.992	0
153.195	4	71	0.36	0	1.214	0
161.245	4	83	0.32	0	0.948	0
173.294	4	35	0.7	1	1.836	1
194.344	4	61	0.67	1	1.613	1
208.376	4	42	0.6	1	1.191	1
216.409	4	40	0.66	1	1.585	1
223.459	4	47	0.72	1	1.446	1
234.492	4	76	0.43	0	0.957	0
243.525	4	22	0.89	0	1.432	0
254.574	4	39	0.49	0	1.152	0
262.608	4	83	0.52	1	1.238	1
274.64	4	64	0.34	0	0.937	0
283.673	4	21	0.97	0	1.318	0
288.739	4	22	0.96	1	1.584	1
294.789	4	23	0.96	1	1.087	1
308.839	4	52	0.41	0	0.842	0
