onset	duration	amount	Delay	choseAccept	RT	choseRight
18.342	4	73	44	1	1.498	0
23.392	4	79	92	1	0.176	0
33.425	4	23	61	0	1.006	1
42.458	4	70	108	0	1.301	1
49.508	4	30	36	0	1.563	1
67.574	4	72	95	0	1.457	1
78.607	4	58	53	1	1.351	0
88.656	4	54	126	0	0.806	1
103.706	4	71	176	0	0.852	1
112.755	4	24	89	0	0.898	1
125.805	4	23	176	0	0.872	1
135.838	4	44	143	0	0.719	1
152.887	4	24	38	0	1.205	1
157.937	4	25	141	0	0.875	1
171.97	4	67	41	0	1.074	1
180.003	4	28	59	0	1.201	1
186.053	4	60	124	0	0.807	1
195.086	4	58	72	0	0.757	1
204.119	4	22	21	1	1.18	0
212.152	4	41	55	0	0.891	1
220.185	4	58	36	1	1.114	0
229.218	4	27	91	0	1.04	1
238.251	4	43	120	0	0.687	1
245.3	4	32	111	0	0.638	1
251.334	4	23	42	0	1.46	1
263.366	4	67	103	0	0.852	1
273.416	4	49	140	0	0.673	1
285.449	4	55	107	0	1.352	1
298.499	4	80	145	0	0.95	1
308.548	4	25	74	0	0.764	1
