onset	duration	amount	Delay	choseAccept	RT	choseRight
12.032	4	43	38	1	1.228	1
20.065	4	45	107	1	2.221	1
35.114	4	57	89	1	1.166	1
41.164	4	27	130	0	1.301	0
51.214	4	85	129	1	1.484	1
60.264	4	39	95	1	2.741	1
70.297	4	54	23	1	1.453	1
75.363	4	32	74	1	2.713	1
80.413	4	56	93	1	2.299	1
85.479	4	29	58	0	2.755	0
100.529	4	44	92	1	2.316	1
107.579	4	77	161	1	1.485	1
117.628	4	78	108	1	1.18	1
124.662	4	24	139	0	1.433	0
132.711	4	30	23	1	2.262	1
138.744	4	45	72	1	2.284	1
148.794	4	67	74	1	0.931	1
160.827	4	33	163	0	1.286	0
168.877	4	39	161	0	1.047	0
190.926	4	65	156	1	2.602	1
198.976	4	28	132	0	1.645	0
209.026	4	50	129	1	2.228	1
216.075	4	66	71	1	1.049	1
233.142	4	61	141	1	1.98	1
243.175	4	41	27	1	1.614	1
256.208	4	29	44	0	2.02	0
267.241	4	77	142	1	1.79	1
278.274	4	34	43	1	1.972	1
291.306	4	54	22	1	1.903	1
306.373	4	81	58	1	1.119	1
