onset	duration	amount	Delay	choseAccept	RT	choseRight
19.042	4	43	19	1	1.189	0
24.092	4	67	41	1	1.166	0
34.125	4	58	73	1	1.461	0
43.158	4	66	58	1	0.873	0
50.192	4	62	180	1	1.266	0
68.225	4	49	140	0	2.559	1
79.258	4	43	120	1	3.18	0
89.291	4	77	142	1	1.574	0
104.324	4	58	53	1	1.382	0
113.357	4	32	74	0	2.148	1
126.406	4	80	145	1	1.837	0
136.456	4	45	157	0	1.902	1
153.506	4	52	139	1	2.235	0
158.572	4	23	61	0	1.406	1
172.605	4	48	128	1	2.218	0
180.655	4	67	103	1	1.24	0
186.688	4	55	107	1	1.841	0
195.721	4	71	76	1	1.437	0
204.771	4	77	24	1	1.657	0
212.804	4	24	38	0	1.339	1
220.838	4	58	55	1	1.294	0
229.871	4	57	89	1	1.428	0
238.904	4	25	108	0	2.173	1
245.937	4	32	57	0	3.259	1
251.97	4	81	58	1	0.987	0
264.02	4	36	140	0	1.223	1
274.053	4	31	74	0	1.829	1
286.103	4	24	89	0	0.88	1
299.152	4	33	103	0	0.926	1
309.185	4	40	159	0	1.484	1
