onset	duration	amount	Probability	choseAccept	RT	choseRight
15.818	4	79	0.49	1	2.349	0
22.885	4	23	0.96	1	1.479	0
33.934	4	39	0.3	0	0.928	1
41.967	4	25	0.89	0	1.805	1
51	4	40	0.79	1	1.745	0
58.033	4	46	0.48	0	2.046	1
70.083	4	58	0.62	1	1.855	0
78.116	4	62	0.18	0	1.722	1
97.148	4	57	0.58	1	2.096	0
102.198	4	56	0.49	0	0.972	1
111.231	4	40	0.66	1	2.284	0
122.28	4	81	0.1	0	0.665	1
133.33	4	44	0.44	0	1.308	1
142.363	4	79	0.33	0	0.936	1
149.396	4	76	0.26	0	2.062	1
158.462	4	31	0.79	1	1.317	0
165.512	4	49	0.43	0	1.334	1
178.561	4	50	0.48	0	1.086	1
195.61	4	63	0.27	0	1.089	1
203.643	4	41	0.6	1	1.379	0
209.676	4	79	0.45	0	1.088	1
232.725	4	30	0.7	1	2.001	0
240.775	4	22	0.96	0	1.262	1
248.825	4	70	0.61	1	1.166	0
257.891	4	28	0.63	1	2.268	0
275.957	4	21	0.93	0	1.36	1
281.007	4	24	0.91	0	1.221	1
289.056	4	52	0.41	0	1.111	1
298.106	4	75	0.48	0	0.967	1
309.155	4	82	0.47	0	1.002	1
