onset	duration	amount	Delay	choseAccept	RT	choseRight
13.028	4	56	93	1	1.687	1
22.077	4	39	104	0	1.425	0
30.127	4	67	41	1	1.811	1
40.16	4	70	108	0	2.515	0
54.209	4	39	161	0	1.604	0
62.259	4	42	145	0	1.214	0
72.309	4	22	27	0	1.665	0
78.358	4	64	89	1	1.935	1
84.408	4	80	39	1	2.071	1
98.442	4	28	123	0	1.062	0
107.491	4	85	129	0	1.324	0
119.524	4	25	74	0	1.297	0
129.573	4	36	140	0	1.203	0
137.623	4	23	110	0	1.319	0
144.673	4	54	126	0	0.949	0
151.722	4	24	89	0	1.085	0
160.772	4	30	36	1	1.937	1
167.822	4	74	121	0	1.083	0
179.871	4	75	41	1	1.613	1
190.904	4	31	76	0	1.735	0
202.954	4	78	108	1	1.836	1
208.02	4	67	23	1	1.236	1
217.07	4	34	176	0	1.243	0
230.103	4	27	130	0	0.935	0
245.152	4	71	76	1	1.254	1
264.202	4	43	38	1	1.269	1
273.251	4	43	120	0	2.048	0
284.301	4	41	174	0	0.87	0
295.35	4	31	74	1	1.55	1
306.4	4	80	145	1	2.085	1
