onset	duration	amount	Probability	choseAccept	RT	choseRight
14.986	4	79	0.49	0	1.672	1
22.019	4	23	0.96	0	1.398	1
33.069	4	39	0.3	0	1.396	1
41.118	4	25	0.89	0	1.178	1
50.151	4	40	0.79	1	1.782	0
57.185	4	46	0.48	0	1.224	1
69.217	4	58	0.62	1	1.476	0
77.25	4	62	0.18	0	1.101	1
96.316	4	57	0.58	0	2.384	1
101.383	4	56	0.49	0	1.057	1
110.416	4	40	0.66	1	1.268	0
121.465	4	81	0.1	0	0.943	1
132.498	4	44	0.44	0	0.859	1
141.531	4	79	0.33	0	0.943	1
148.564	4	76	0.26	0	0.728	1
157.597	4	31	0.79	1	1.147	0
164.631	4	49	0.43	0	1.427	1
177.663	4	50	0.48	0	1.112	1
194.696	4	63	0.27	0	0.92	1
202.729	4	41	0.6	1	1.049	0
208.762	4	79	0.45	0	0.963	1
231.811	4	30	0.7	1	1.508	0
239.844	4	22	0.96	0	1.563	1
247.894	4	70	0.61	1	1.319	0
256.944	4	28	0.63	0	1.397	1
274.993	4	21	0.93	0	1.261	1
280.043	4	24	0.91	0	1.299	1
288.093	4	52	0.41	0	1.131	1
297.142	4	75	0.48	0	1.207	1
308.175	4	82	0.47	0	1.17	1
