onset	duration	amount	Probability	choseAccept	RT	choseRight
16.704	4	40	0.39	0	2.117	1
26.754	4	66	0.25	0	1	1
36.803	4	76	0.44	0	1.098	1
47.853	4	24	0.96	0	1.357	1
55.886	4	72	0.33	0	0.938	1
65.919	4	56	0.44	0	0.861	1
74.952	4	31	0.61	n/a	n/a	n/a
82.002	4	33	0.62	1	1.324	0
91.035	4	22	0.89	0	1.558	1
98.068	4	23	0.83	0	1.317	1
109.117	4	73	0.74	1	1.146	0
119.15	4	28	0.89	0	1.516	1
131.2	4	54	0.52	0	2.651	1
142.249	4	33	0.91	1	1.943	0
152.282	4	40	0.71	1	1.929	0
160.315	4	55	0.44	0	2.264	1
172.365	4	82	0.31	0	1.568	1
193.431	4	41	0.63	1	2.075	0
207.464	4	70	0.39	0	1.35	1
215.513	4	49	0.44	0	1.778	1
222.546	4	82	0.48	0	2.542	1
233.579	4	49	0.56	0	1.509	1
242.612	4	82	0.23	0	1.222	1
253.645	4	83	0.32	0	1.846	1
261.678	4	46	0.21	0	0.772	1
273.711	4	50	0.57	0	0.861	1
282.744	4	70	0.34	0	1.491	1
287.794	4	64	0.34	0	2.394	1
293.827	4	46	0.33	0	0.791	1
307.86	4	33	0.8	0	1.814	1
