onset	duration	amount	Delay	choseAccept	RT	choseRight
14.221	4	58	73	1	3.084	0
19.287	4	50	59	1	1.674	0
34.32	4	75	60	1	1.712	0
50.353	4	29	75	0	3.284	1
60.402	4	48	128	0	1.495	1
69.435	4	50	41	1	2.48	0
77.468	4	66	71	1	1.983	0
85.518	4	55	163	0	1.184	1
98.568	4	25	108	0	2.434	1
115.617	4	24	38	0	1.452	1
125.667	4	23	176	0	1.076	1
133.7	4	79	92	1	1.46	0
141.733	4	65	159	0	1.616	1
153.782	4	71	88	1	1.374	0
162.815	4	45	26	1	1.572	0
171.848	4	49	172	0	1.834	1
180.898	4	24	87	0	2.949	1
190.947	4	28	163	0	1.254	1
200.997	4	58	36	1	1.254	0
212.031	4	61	141	0	1.559	1
222.063	4	32	57	1	2.45	0
229.113	4	60	124	0	1.825	1
239.146	4	22	21	0	0.993	1
244.195	4	76	161	0	1.359	1
249.245	4	58	53	1	1.673	0
264.278	4	45	72	1	1.782	0
272.311	4	23	42	0	0.959	1
282.344	4	23	61	0	1.375	1
298.377	4	33	78	1	1.344	0
308.41	4	83	105	0	2.042	1
