onset	duration	amount	Delay	choseAccept	RT	choseRight
19.851	4	67	74	0	0.948	0
29.901	4	83	105	0	1.125	0
38.934	4	27	130	0	1.245	0
49.984	4	34	176	0	0.975	0
64.033	4	35	171	0	1.461	0
79.083	4	66	145	0	1.5	0
85.133	4	62	180	0	1.659	0
102.166	4	23	61	0	2.319	0
110.215	4	23	176	0	1.202	0
121.282	4	43	38	1	1.841	1
126.331	4	32	111	0	1.19	0
131.381	4	36	114	0	0.861	0
144.431	4	66	71	0	1.493	0
161.464	4	24	89	0	1.211	0
169.53	4	69	172	0	0.705	0
177.563	4	45	26	0	1.442	0
190.613	4	32	57	0	1.521	0
200.662	4	23	134	0	0.99	0
206.696	4	22	27	1	1.606	1
217.729	4	25	176	0	1.086	0
225.778	4	85	129	0	1.343	0
234.811	4	44	92	0	1.673	0
240.844	4	39	95	0	1.439	0
250.877	4	22	21	0	2.145	0
259.927	4	77	161	0	1.459	0
266.96	4	33	163	0	1.093	0
277.993	4	23	42	0	1.798	0
288.06	4	67	23	1	2.415	1
298.093	4	45	107	0	0.803	0
309.142	4	67	103	0	1.606	0
