onset	duration	amount	Delay	choseAccept	RT	choseRight
14.367	4	56	93	0	1.477	1
19.416	4	40	159	0	0.713	1
34.466	4	75	60	0	1.463	1
50.532	4	25	70	0	1.761	1
60.565	4	49	140	0	1.042	1
69.615	4	58	73	0	1.265	1
77.681	4	41	129	0	1.536	1
85.731	4	58	55	0	2.268	1
98.797	4	67	41	1	2.623	0
115.83	4	54	126	0	0.996	1
125.88	4	50	41	1	1.963	0
133.913	4	58	72	0	1.91	1
141.946	4	29	58	0	1.309	1
153.979	4	58	36	1	1.674	0
163.028	4	50	129	0	1.164	1
172.078	4	39	104	0	0.741	1
181.111	4	44	143	0	0.867	1
191.161	4	33	103	0	0.998	1
201.21	4	71	176	0	1.408	1
212.243	4	58	53	0	2.091	1
222.277	4	28	163	0	1.17	1
229.31	4	28	123	0	1.018	1
239.376	4	72	95	0	1.916	1
244.442	4	24	139	0	0.754	1
249.492	4	71	76	0	1.67	1
264.542	4	49	172	0	1.022	1
272.575	4	31	74	0	1.462	1
282.625	4	23	110	0	0.869	1
298.691	4	56	172	0	1.269	1
308.757	4	65	156	0	1.574	1
