onset	duration	amount	Probability	choseAccept	RT	choseRight
14.335	4	79	0.33	0	1.308	1
22.368	4	40	0.66	1	1.722	0
37.401	4	71	0.36	0	0.953	1
43.434	4	46	0.21	0	1.325	1
53.467	4	70	0.39	0	1.063	1
62.517	4	46	0.77	1	1.381	0
72.55	4	39	0.49	1	2.386	0
77.6	4	33	0.91	1	1.903	0
82.65	4	82	0.47	1	1.301	0
87.716	4	70	0.61	1	1.076	0
102.749	4	72	0.34	0	1	1
109.799	4	42	0.58	1	1.236	0
119.832	4	83	0.54	1	0.832	0
126.882	4	82	0.48	1	1.123	0
134.915	4	77	0.39	0	0.844	1
140.948	4	61	0.67	1	1.132	0
150.997	4	60	0.51	1	0.816	0
163.047	4	57	0.58	1	1.151	0
171.097	4	83	0.32	0	1.75	1
193.146	4	45	0.37	0	1.712	1
201.196	4	58	0.45	1	1.163	0
211.229	4	28	0.89	1	2.071	0
218.262	4	72	0.5	1	1.335	0
235.328	4	35	0.7	1	1.351	0
245.378	4	40	0.71	1	0.961	0
258.411	4	56	0.49	1	1.318	0
269.477	4	46	0.33	0	1.075	1
280.51	4	24	0.96	1	1.167	0
293.56	4	58	0.42	1	1.658	0
308.592	4	75	0.48	1	0.836	0
