onset	duration	amount	Delay	choseAccept	RT	choseRight
15.228	4	42	145	0	1.231	1
20.294	4	39	161	0	0.79	1
35.344	4	67	23	1	1.155	0
51.393	4	77	161	0	1.102	1
61.442	4	64	89	1	2.032	0
70.475	4	29	44	1	1.553	0
78.542	4	41	27	1	1.102	0
86.591	4	76	161	0	1.026	1
99.624	4	60	124	0	0.944	1
116.673	4	67	103	0	0.965	1
126.723	4	61	141	0	0.659	1
134.756	4	24	38	1	0.942	0
142.806	4	78	108	0	1.431	1
154.855	4	80	39	1	1.307	0
163.888	4	67	74	1	1.756	0
172.921	4	49	140	0	1.262	1
181.971	4	24	139	0	0.805	1
192.003	4	27	142	0	0.898	1
202.07	4	23	77	0	1.263	1
213.136	4	44	92	0	0.902	1
223.185	4	41	129	0	0.623	1
230.218	4	43	19	1	1.352	0
240.285	4	34	43	1	1.397	0
245.334	4	30	36	1	2.081	0
250.384	4	25	108	0	0.74	1
265.434	4	54	23	1	1.268	0
273.5	4	74	121	0	0.959	1
283.533	4	54	22	1	0.986	0
299.582	4	50	41	1	0.948	0
309.615	4	66	145	0	1.298	1
