onset	duration	amount	Delay	choseAccept	RT	choseRight
16.747	4	40	159	0	0.959	1
26.797	4	78	129	0	0.828	1
36.846	4	73	44	1	1.524	0
47.879	4	29	58	1	1.522	0
55.912	4	41	55	1	1.29	0
65.945	4	28	123	0	0.989	1
74.978	4	33	163	0	0.956	1
82.011	4	48	128	0	1.54	1
91.044	4	35	171	0	1.302	1
98.094	4	65	156	0	1.341	1
109.127	4	50	59	1	1.159	0
119.16	4	25	74	1	1.505	0
131.209	4	22	27	1	1.426	0
142.242	4	31	76	0	2.49	1
152.275	4	23	134	0	1.057	1
160.308	4	22	21	0	1.955	1
172.341	4	79	92	0	1.57	1
193.39	4	43	120	0	0.852	1
207.439	4	45	26	1	1.206	0
215.472	4	24	125	0	0.818	1
222.522	4	25	70	0	1.656	1
233.555	4	28	59	0	2.677	1
242.588	4	39	104	0	2.574	1
253.62	4	36	140	0	1.167	1
261.67	4	45	157	0	0.68	1
273.736	4	54	126	0	0.789	1
282.769	4	28	163	0	1.934	1
287.836	4	36	114	0	1.033	1
293.885	4	49	172	0	1.028	1
307.935	4	82	74	1	1.935	0
