onset	duration	amount	Delay	choseAccept	RT	choseRight
18.069	4	25	70	0	2.049	1
28.119	4	22	27	0	1.764	1
37.185	4	74	121	1	1.859	0
48.218	4	55	163	1	1.826	0
62.267	4	75	60	0	2.089	1
77.317	4	78	129	1	1.658	0
83.35	4	28	163	0	1.142	1
100.382	4	35	171	0	2.255	1
108.415	4	42	145	0	3.293	1
119.465	4	77	24	1	1.789	0
124.515	4	80	39	1	1.295	0
129.564	4	66	58	1	1.904	0
142.615	4	23	110	0	1.574	1
159.663	4	31	76	0	2.444	1
167.713	4	39	104	0	3.457	1
175.746	4	71	88	1	1.488	0
188.779	4	50	59	1	1.678	0
198.811	4	49	172	1	2.056	0
204.844	4	23	77	0	1.737	1
215.894	4	29	75	0	2.034	1
223.944	4	24	87	0	1.825	1
232.976	4	36	114	0	2.688	1
239.009	4	65	137	1	2.426	0
249.042	4	45	26	1	1.904	0
258.092	4	65	159	1	1.728	0
265.125	4	56	172	1	2.606	0
276.158	4	75	41	1	1.217	0
286.207	4	33	103	0	2.595	1
296.24	4	33	78	1	2.942	0
307.273	4	66	145	1	2.559	0
