onset	duration	amount	Delay	choseAccept	RT	choseRight
18.759	4	54	126	0	1.487	0
23.825	4	23	110	0	2.72	0
33.875	4	58	53	1	2.12	1
42.924	4	56	93	0	2.866	0
49.974	4	24	139	0	1.934	0
68.023	4	63	37	1	2.377	1
79.056	4	33	163	0	2.323	0
89.089	4	74	121	1	2.347	1
104.122	4	45	157	0	1.064	0
113.171	4	27	130	0	1.384	0
126.221	4	44	143	0	1.934	0
136.27	4	23	42	0	2.633	0
153.336	4	66	71	1	2.671	1
158.402	4	52	139	0	2.274	0
172.435	4	24	38	0	3.191	0
180.468	4	28	132	0	1.489	0
186.501	4	75	41	1	2.456	1
195.534	4	43	120	0	2.065	0
204.584	4	45	26	1	2.532	1
212.617	4	80	145	1	1.906	1
220.65	4	24	125	0	1.133	0
229.699	4	78	108	1	3.097	1
238.732	4	72	95	0	2.351	0
245.782	4	77	161	1	2.705	1
251.815	4	70	108	1	1.519	1
263.864	4	82	74	1	1.545	1
273.897	4	54	23	1	2.166	1
285.947	4	65	156	1	2.256	1
298.98	4	28	59	0	1.432	0
309.029	4	32	57	1	2.517	1
